,trial,set,rel,t1,t2,p1,p2,list,prime,target,target.len,target.freq,response,time,participant,list,item
,,,,,,,,,,,,,,,,,
222,224,m,u,u,t064,u,p064,l1,shot,picnic,6,714,word,254,1,1,ut064
,,,,,,,,,,,,,,,,,
223,225,m,n,n,t137,n,p137,l1,catfish,sempt,5,,word,307,1,1,nt137
,,,,,,,,,,,,,,,,,
224,226,m,n,n,t175,n,p175,l1,canal,stirth,6,,word,266,1,1,nt175
,,,,,,,,,,,,,,,,,
225,227,m,n,n,t117,n,p117,l1,hose,voint,5,,nonword,465,1,1,nt117
,,,,,,,,,,,,,,,,,
226,228,m,n,n,t189,n,p189,l1,ashtray,camern,6,,word,370,1,1,nt189
,,,,,,,,,,,,,,,,,
227,229,m,n,n,t072,n,p072,l1,tail,cleash,6,,nonword,516,1,1,nt072
,,,,,,,,,,,,,,,,,
228,230,m,u,m,p055,m,t054,l1,guide,document,8,9349,word,322,1,1,mp055
,,,,,,,,,,,,,,,,,
229,231,m,n,n,t164,n,p164,l1,harness,lipperdom,9,,nonword,322,1,1,nt164
,,,,,,,,,,,,,,,,,
230,232,m,n,n,t069,n,p069,l1,pickle,spingle,7,,word,407,1,1,nt069
,,,,,,,,,,,,,,,,,
231,233,m,r,m,p020,m,t020,l1,fugitive,cops,4,722,word,570,1,1,mp020
,,,,,,,,,,,,,,,,,
232,234,m,n,n,t157,n,p157,l1,pine,kithy,5,,nonword,293,1,1,nt157
,,,,,,,,,,,,,,,,,
233,235,m,r,m,p037,m,t037,l1,electrician,cable,5,2459,word,321,1,1,mp037
,,,,,,,,,,,,,,,,,
234,236,m,n,n,t194,n,p194,l1,jackel,yeck,4,,nonword,221,1,1,nt194
,,,,,,,,,,,,,,,,,
235,237,m,n,n,t178,n,p178,l1,scissors,habe,4,,nonword,418,1,1,nt178
,,,,,,,,,,,,,,,,,
236,238,m,u,u,t021,u,p021,l1,glove,connection,10,7077,word,387,1,1,ut021
,,,,,,,,,,,,,,,,,
237,239,m,n,n,t172,n,p172,l1,lion,prutten,7,,nonword,495,1,1,nt172
,,,,,,,,,,,,,,,,,
238,240,m,u,m,p051,m,t050,l1,spy,pistol,6,895,word,638,1,1,mp051
,,,,,,,,,,,,,,,,,
239,241,m,n,n,t091,n,p091,l1,screws,tearch,6,,nonword,469,1,1,nt091
,,,,,,,,,,,,,,,,,
240,242,m,n,n,t104,n,p104,l1,laboratory,kutten,6,,nonword,728,1,1,nt104
,,,,,,,,,,,,,,,,,
241,243,m,n,n,t040,n,p040,l1,bayonet,kag,3,,nonword,358,1,1,nt040
,,,,,,,,,,,,,,,,,
242,244,m,n,n,t048,n,p048,l1,inn,graw,4,,word,371,1,1,nt048
,,,,,,,,,,,,,,,,,
243,245,m,r,m,p012,m,t012,l1,maid,pan,3,2130,word,399,1,1,mp012
,,,,,,,,,,,,,,,,,
244,246,m,n,n,t071,n,p071,l1,stool,pighter,7,,nonword,383,1,1,nt071
,,,,,,,,,,,,,,,,,
245,247,m,n,n,t143,n,p143,l1,dean,hettler,7,,nonword,472,1,1,nt143
,,,,,,,,,,,,,,,,,
246,248,m,r,m,p022,m,t022,l1,farmer,truck,5,1738,word,402,1,1,mp022
,,,,,,,,,,,,,,,,,
247,249,m,r,m,p035,m,t035,l1,journalist,spelling,8,1000,word,604,1,1,mp035
,,,,,,,,,,,,,,,,,
248,250,m,r,m,p019,m,t019,l1,teenager,radio,5,9036,word,432,1,1,mp019
,,,,,,,,,,,,,,,,,
249,251,m,u,u,t101,u,p101,l1,wallet,disappointment,14,1644,word,369,1,1,ut101
,,,,,,,,,,,,,,,,,
250,252,m,n,n,t073,n,p073,l1,carburetor,subsetunt,9,,nonword,366,1,1,nt073
,,,,,,,,,,,,,,,,,
251,253,m,u,m,p044,m,t087,l1,performer,rod,3,1860,word,345,1,1,mp044
,,,,,,,,,,,,,,,,,
252,254,m,n,n,t105,n,p105,l1,pudding,feech,5,,word,324,1,1,nt105
,,,,,,,,,,,,,,,,,
253,255,m,u,m,p052,m,t051,l1,shopper,camera,6,3823,word,289,1,1,mp052
,,,,,,,,,,,,,,,,,
254,256,m,n,n,t130,n,p130,l1,corn,philitary,9,,nonword,293,1,1,nt130
,,,,,,,,,,,,,,,,,
255,257,m,n,n,t066,n,p066,l1,stick,zeef,4,,word,278,1,1,nt066
,,,,,,,,,,,,,,,,,
256,258,m,u,u,t019,u,p019,l1,service,fear,4,9382,word,253,1,1,ut019
,,,,,,,,,,,,,,,,,
257,259,m,r,m,p041,m,t041,l1,patient,form,4,36148,word,363,1,1,mp041
,,,,,,,,,,,,,,,,,
258,260,m,n,n,t141,n,p141,l1,dove,plinge,6,,nonword,428,1,1,nt141
,,,,,,,,,,,,,,,,,
259,261,m,n,n,t149,n,p149,l1,eel,valf,4,,nonword,503,1,1,nt149
,,,,,,,,,,,,,,,,,
260,262,m,n,n,t084,n,p084,l1,course,koneri,6,,word,308,1,1,nt084
,,,,,,,,,,,,,,,,,
261,263,m,u,u,t098,u,p098,l1,pebble,intelligence,12,3437,word,472,1,1,ut098
,,,,,,,,,,,,,,,,,
262,264,m,n,n,t188,n,p188,l1,cane,gwelling,8,,nonword,325,1,1,nt188
,,,,,,,,,,,,,,,,,
263,265,m,n,n,t099,n,p099,l1,hammer,cammern,7,,word,376,1,1,nt099
,,,,,,,,,,,,,,,,,
264,266,m,r,m,p031,m,t031,l1,player,frisbee,7,27,word,465,1,1,mp031
,,,,,,,,,,,,,,,,,
265,267,m,n,n,t032,n,p032,l1,potato,blurvine,8,,nonword,411,1,1,nt032
,,,,,,,,,,,,,,,,,
266,268,m,u,m,p083,m,t082,l1,athlete,vegetable,9,2714,nonword,314,1,1,mp083
,,,,,,,,,,,,,,,,,
267,269,m,n,n,t089,n,p089,l1,pony,strough,7,,nonword,507,1,1,nt089
,,,,,,,,,,,,,,,,,
268,270,m,r,m,p040,m,t040,l1,gardener,rose,4,6432,word,372,1,1,mp040
,,,,,,,,,,,,,,,,,
269,271,m,u,u,t074,u,p074,l1,dirt,greed,5,487,word,431,1,1,ut074
,,,,,,,,,,,,,,,,,
270,272,m,r,m,p016,m,t016,l1,poet,haiku,5,26,word,676,1,1,mp016
,,,,,,,,,,,,,,,,,
271,273,m,u,u,t097,u,p097,l1,day,waiter,6,927,word,491,1,1,ut097
,,,,,,,,,,,,,,,,,
272,274,m,n,n,t065,n,p065,l1,photocopier,ultihurk,8,,nonword,385,1,1,nt065
,,,,,,,,,,,,,,,,,
273,275,m,n,n,t128,n,p128,l1,towel,crencil,7,,nonword,441,1,1,nt128
,,,,,,,,,,,,,,,,,
274,276,m,n,n,t192,n,p192,l1,cigarette,pasdy,5,,nonword,517,1,1,nt192
,,,,,,,,,,,,,,,,,
275,277,m,u,u,t062,u,p062,l1,mall,harm,4,2255,nonword,257,1,1,ut062
,,,,,,,,,,,,,,,,,
276,278,m,n,n,t110,n,p110,l1,abuse,efforb,6,,nonword,478,1,1,nt110
,,,,,,,,,,,,,,,,,
277,279,m,r,m,p032,m,t032,l1,carpenter,saw,3,657,word,377,1,1,mp032
,,,,,,,,,,,,,,,,,
278,280,m,n,n,t082,n,p082,l1,block,gettlerp,8,,nonword,419,1,1,nt082
,,,,,,,,,,,,,,,,,
279,281,m,n,n,t145,n,p145,l1,crab,smalse,6,,nonword,317,1,1,nt145
,,,,,,,,,,,,,,,,,
280,282,m,u,u,t063,u,p063,l1,stable,election,8,15615,word,611,1,1,ut063
,,,,,,,,,,,,,,,,,
281,283,m,u,u,t023,u,p023,l1,muffin,fiction,7,2071,nonword,439,1,1,ut023
,,,,,,,,,,,,,,,,,
282,284,m,n,n,t088,n,p088,l1,ticket,loccert,7,,word,351,1,1,nt088
,,,,,,,,,,,,,,,,,
283,285,m,n,n,t093,n,p093,l1,clubhouse,snock,5,,word,405,1,1,nt093
,,,,,,,,,,,,,,,,,
284,286,m,n,n,t062,n,p062,l1,moth,larb,4,,nonword,545,1,1,nt062
,,,,,,,,,,,,,,,,,
285,287,m,u,m,p085,m,t084,l1,gossip,shoes,5,4596,nonword,398,1,1,mp085
,,,,,,,,,,,,,,,,,
286,288,m,n,n,t102,n,p102,l1,veil,sebu,4,,nonword,466,1,1,nt102
,,,,,,,,,,,,,,,,,
287,289,m,n,n,t139,n,p139,l1,pen,wompt,5,,nonword,600,1,1,nt139
,,,,,,,,,,,,,,,,,
288,290,m,u,m,p053,m,t052,l1,student,dollar,6,3639,word,418,1,1,mp053
,,,,,,,,,,,,,,,,,
289,291,m,n,n,t121,n,p121,l1,motorist,ondurance,9,,nonword,480,1,1,nt121
,,,,,,,,,,,,,,,,,
290,292,m,u,u,t077,u,p077,l1,erosion,wonder,6,11506,word,748,1,1,ut077
,,,,,,,,,,,,,,,,,
291,293,m,n,n,t153,n,p153,l1,diamond,janel,5,,nonword,469,1,1,nt153
,,,,,,,,,,,,,,,,,
292,294,m,n,n,t086,n,p086,l1,helicopter,nube,4,,nonword,547,1,1,nt086
,,,,,,,,,,,,,,,,,
293,295,m,u,u,t066,u,p066,l1,capitalist,community,9,27025,word,365,1,1,ut066
,,,,,,,,,,,,,,,,,
294,296,m,r,m,p038,m,t038,l1,politician,speech,6,8719,word,335,1,1,mp038
,,,,,,,,,,,,,,,,,
295,297,m,r,m,p028,m,t028,l1,lifeguard,boy,3,20503,word,422,1,1,mp028
,,,,,,,,,,,,,,,,,
296,298,m,u,m,p072,m,t071,l1,suspect,shelf,5,2536,word,386,1,1,mp072
,,,,,,,,,,,,,,,,,
297,299,m,u,u,t065,u,p065,l1,comfort,future,6,15382,word,305,1,1,ut065
,,,,,,,,,,,,,,,,,
298,300,m,n,n,t156,n,p156,l1,garlic,batace,6,,word,284,1,1,nt156
,,,,,,,,,,,,,,,,,
299,301,m,r,m,p027,m,t027,l1,toymaker,puppet,6,546,word,327,1,1,mp027
,,,,,,,,,,,,,,,,,
300,302,m,u,m,p073,m,t072,l1,scientist,accomplice,10,262,nonword,541,1,1,mp073
,,,,,,,,,,,,,,,,,
301,303,m,u,u,t040,u,p040,l1,gym,liquor,6,588,word,401,1,1,ut040
,,,,,,,,,,,,,,,,,
302,304,m,u,m,p077,m,t076,l1,soldier,money,5,36705,word,379,1,1,mp077
,,,,,,,,,,,,,,,,,
303,305,m,n,n,t080,n,p080,l1,cherry,hoost,5,,nonword,467,1,1,nt080
,,,,,,,,,,,,,,,,,
304,306,m,u,u,t050,u,p050,l1,marker,pizza,5,614,word,509,1,1,ut050
,,,,,,,,,,,,,,,,,
305,307,m,n,n,t039,n,p039,l1,bead,mondey,6,,nonword,438,1,1,nt039
,,,,,,,,,,,,,,,,,
306,308,m,u,u,t092,u,p092,l1,baby,attitude,8,10619,word,362,1,1,ut092
,,,,,,,,,,,,,,,,,
307,309,m,n,n,t023,n,p023,l1,shawl,kurst,5,,nonword,526,1,1,nt023
,,,,,,,,,,,,,,,,,
308,310,m,r,m,p001,m,t001,l1,baker,dough,5,323,word,414,1,1,mp001
,,,,,,,,,,,,,,,,,
309,311,m,u,u,t049,u,p049,l1,storage,menu,4,1999,word,510,1,1,ut049
,,,,,,,,,,,,,,,,,
310,312,m,u,u,t055,u,p055,l1,downtown,relief,6,6605,word,339,1,1,ut055
,,,,,,,,,,,,,,,,,
311,313,m,n,n,t162,n,p162,l1,tradition,polate,6,,word,279,1,1,nt162
,,,,,,,,,,,,,,,,,
312,314,m,u,m,p058,m,t057,l1,teenager,eyebrows,8,1258,word,372,1,1,mp058
,,,,,,,,,,,,,,,,,
313,315,m,n,n,t119,n,p119,l1,walrus,spotosition,11,,nonword,498,1,1,nt119
,,,,,,,,,,,,,,,,,
314,316,m,u,u,t085,u,p085,l1,spa,garbage,7,278,word,335,1,1,ut085
,,,,,,,,,,,,,,,,,
315,317,m,n,n,t148,n,p148,l1,beachball,tesephone,9,,nonword,665,1,1,nt148
,,,,,,,,,,,,,,,,,
316,318,m,n,n,t060,n,p060,l1,prison,shamdoo,7,,word,279,1,1,nt060
,,,,,,,,,,,,,,,,,
317,319,m,n,n,t170,n,p170,l1,warrant,mumid,5,,word,363,1,1,nt170
,,,,,,,,,,,,,,,,,
318,320,m,u,u,t084,u,p084,l1,park,speculation,11,1845,word,409,1,1,ut084
,,,,,,,,,,,,,,,,,
319,321,m,n,n,t101,n,p101,l1,cave,glite,5,,nonword,347,1,1,nt101
,,,,,,,,,,,,,,,,,
320,322,m,u,u,t051,u,p051,l1,cookie,ballgame,8,4,word,650,1,1,ut051
,,,,,,,,,,,,,,,,,
321,323,m,n,n,t049,n,p049,l1,cod,merod,5,,nonword,321,1,1,nt049
,,,,,,,,,,,,,,,,,
322,324,m,n,n,t180,n,p180,l1,painting,thattress,9,,nonword,528,1,1,nt180
,,,,,,,,,,,,,,,,,
323,325,m,u,u,t095,u,p095,l1,salon,cage,4,1296,word,319,1,1,ut095
,,,,,,,,,,,,,,,,,
324,326,m,n,n,t165,n,p165,l1,clamp,yari,4,,nonword,249,1,1,nt165
,,,,,,,,,,,,,,,,,
325,327,m,u,u,t030,u,p030,l1,tip,commission,10,11018,word,336,1,1,ut030
,,,,,,,,,,,,,,,,,
326,328,m,n,n,t095,n,p095,l1,bulb,boarger,7,,nonword,232,1,1,nt095
,,,,,,,,,,,,,,,,,
327,329,m,n,n,t173,n,p173,l1,counter,drace,5,,word,199,1,1,nt173
,,,,,,,,,,,,,,,,,
328,330,m,r,m,p039,m,t039,l1,musician,symphony,8,976,word,285,1,1,mp039
,,,,,,,,,,,,,,,,,
329,331,m,n,n,t026,n,p026,l1,root,mawonnaise,10,,nonword,255,1,1,nt026
,,,,,,,,,,,,,,,,,
330,332,m,n,n,t187,n,p187,l1,pheasant,naise,5,,nonword,338,1,1,nt187
,,,,,,,,,,,,,,,,,
331,333,m,u,m,p084,m,t083,l1,butler,game,4,20624,word,412,1,1,mp084
,,,,,,,,,,,,,,,,,
332,334,m,u,u,t015,u,p015,l1,riot,trip,4,5531,nonword,285,1,1,ut015
,,,,,,,,,,,,,,,,,
333,335,m,u,u,t032,u,p032,l1,departure,cat,3,5395,word,283,1,1,ut032
,,,,,,,,,,,,,,,,,
334,336,m,n,n,t055,n,p055,l1,desk,eppirt,6,,word,275,1,1,nt055
,,,,,,,,,,,,,,,,,
335,337,m,u,m,p061,m,t060,l1,dieter,leg,3,11176,nonword,294,1,1,mp061
,,,,,,,,,,,,,,,,,
336,338,m,r,m,p000,m,t000,l1,investigator,scene,5,8626,word,288,1,1,mp000
,,,,,,,,,,,,,,,,,
337,339,m,n,n,t037,n,p037,l1,rat,onnerval,8,,nonword,465,1,1,nt037
,,,,,,,,,,,,,,,,,
338,340,m,n,n,t052,n,p052,l1,tinsel,persbiration,12,,nonword,430,1,1,nt052
,,,,,,,,,,,,,,,,,
339,341,m,r,m,p007,m,t007,l1,author,article,7,9523,nonword,376,1,1,mp007
,,,,,,,,,,,,,,,,,
340,342,m,u,u,t100,u,p100,l1,reunion,thought,7,13383,nonword,477,1,1,ut100
,,,,,,,,,,,,,,,,,
341,343,m,n,n,t041,n,p041,l1,necklace,disjace,7,,nonword,419,1,1,nt041
,,,,,,,,,,,,,,,,,
342,344,m,u,u,t039,u,p039,l1,stickler,awareness,9,3537,word,370,1,1,ut039
,,,,,,,,,,,,,,,,,
343,345,m,u,m,p050,m,t049,l1,assassin,truth,5,8391,word,485,1,1,mp050
,,,,,,,,,,,,,,,,,
344,346,m,n,n,t144,n,p144,l1,dog,kastan,6,,nonword,423,1,1,nt144
,,,,,,,,,,,,,,,,,
345,347,m,u,u,t037,u,p037,l1,dial,outlook,7,1220,word,446,1,1,ut037
,,,,,,,,,,,,,,,,,
346,348,m,n,n,t068,n,p068,l1,coyote,zanner,6,,nonword,448,1,1,nt068
,,,,,,,,,,,,,,,,,
347,349,m,u,m,p086,m,t085,l1,pothead,news,4,14174,word,434,1,1,mp086
,,,,,,,,,,,,,,,,,
348,350,m,u,m,p081,m,t080,l1,driver,mouth,5,9336,word,280,1,1,mp081
,,,,,,,,,,,,,,,,,
349,351,m,u,u,t057,u,p057,l1,battleground,anxiety,7,3091,nonword,343,1,1,ut057
,,,,,,,,,,,,,,,,,
350,352,m,n,n,t022,n,p022,l1,mirror,smair,5,,word,364,1,1,nt022
,,,,,,,,,,,,,,,,,
351,353,m,u,m,p059,m,t058,l1,nurse,breasts,7,2755,word,676,1,1,mp059
,,,,,,,,,,,,,,,,,
352,354,s,n,n,t196,n,p196,l1,rabbit,fross,5,,nonword,726,1,1,nt196
,,,,,,,,,,,,,,,,,
353,355,s,u,u,t119,u,p119,l1,boot,orphan,6,384,word,393,1,1,ut119
,,,,,,,,,,,,,,,,,
354,356,s,u,u,t128,u,p128,l1,factory,bread,5,3676,word,364,1,1,ut128
,,,,,,,,,,,,,,,,,
355,357,s,u,u,t132,u,p132,l1,tea,existence,9,6506,word,377,1,1,ut132
,,,,,,,,,,,,,,,,,
356,358,s,n,n,t214,n,p214,l1,accordion,gloudburst,10,,nonword,387,1,1,nt214
,,,,,,,,,,,,,,,,,
357,359,s,n,n,t236,n,p236,l1,chain,moblin,6,,word,309,1,1,nt236
,,,,,,,,,,,,,,,,,
358,360,s,u,u,t124,u,p124,l1,turtle,envy,4,489,word,438,1,1,ut124
,,,,,,,,,,,,,,,,,
359,361,s,n,n,t211,n,p211,l1,cabin,nid,3,,nonword,265,1,1,nt211
,,,,,,,,,,,,,,,,,
360,362,s,u,u,t105,u,p105,l1,publicity,prejudice,9,1527,word,660,1,1,ut105
,,,,,,,,,,,,,,,,,
361,363,s,u,u,t110,u,p110,l1,unrest,reflection,10,2430,word,603,1,1,ut110
,,,,,,,,,,,,,,,,,
362,364,s,u,u,t118,u,p118,l1,conquest,discrepancy,11,651,word,375,1,1,ut118
,,,,,,,,,,,,,,,,,
363,365,s,n,n,t202,n,p202,l1,steel,letler,6,,word,291,1,1,nt202
,,,,,,,,,,,,,,,,,
364,366,s,n,n,t243,n,p243,l1,tour,snurrent,8,,nonword,528,1,1,nt243
,,,,,,,,,,,,,,,,,
365,367,s,n,n,t210,n,p210,l1,test,geart,5,,nonword,394,1,1,nt210
,,,,,,,,,,,,,,,,,
366,368,s,r,s,t4,s,p4,l1,peas,beans,5,1827,word,365,1,1,st4
,,,,,,,,,,,,,,,,,
367,369,s,u,u,t126,u,p126,l1,bout,appeal,6,10638,nonword,283,1,1,ut126
,,,,,,,,,,,,,,,,,
368,370,s,r,s,t10,s,p10,l1,canoe,raft,4,395,word,369,1,1,st10
,,,,,,,,,,,,,,,,,
369,371,s,n,n,t231,n,p231,l1,bison,jelay,5,,nonword,281,1,1,nt231
,,,,,,,,,,,,,,,,,
370,372,s,n,n,t242,n,p242,l1,bracelet,jepair,6,,word,380,1,1,nt242
,,,,,,,,,,,,,,,,,
371,373,s,u,u,t122,u,p122,l1,warehouse,misery,6,1288,word,339,1,1,ut122
,,,,,,,,,,,,,,,,,
372,374,s,u,u,t112,u,p112,l1,doctor,cruelty,7,789,word,300,1,1,ut112
,,,,,,,,,,,,,,,,,
373,375,s,n,n,t228,n,p228,l1,connector,ibstin,6,,word,124,1,1,nt228
,,,,,,,,,,,,,,,,,
374,376,s,n,n,t245,n,p245,l1,mixer,frast,5,,nonword,534,1,1,nt245
,,,,,,,,,,,,,,,,,
375,377,s,n,n,t230,n,p230,l1,chimp,lourth,6,,word,252,1,1,nt230
,,,,,,,,,,,,,,,,,
376,378,s,n,n,t241,n,p241,l1,skunk,baint,5,,word,291,1,1,nt241
,,,,,,,,,,,,,,,,,
377,379,s,n,n,t219,n,p219,l1,route,hef,3,,nonword,356,1,1,nt219
,,,,,,,,,,,,,,,,,
378,380,s,u,u,t116,u,p116,l1,plan,bounty,6,203,word,459,1,1,ut116
,,,,,,,,,,,,,,,,,
379,381,s,n,n,t197,n,p197,l1,padlock,binter,6,,nonword,398,1,1,nt197
,,,,,,,,,,,,,,,,,
380,382,s,n,n,t259,n,p259,l1,robe,chistribution,13,,nonword,534,1,1,nt259
,,,,,,,,,,,,,,,,,
381,383,s,u,u,t109,u,p109,l1,trench,zipper,6,68,nonword,360,1,1,ut109
,,,,,,,,,,,,,,,,,
382,384,s,u,u,t104,u,p104,l1,turntable,logic,5,2269,word,451,1,1,ut104
,,,,,,,,,,,,,,,,,
383,385,s,u,s,t18,s,p17,l1,slingshot,hawk,4,548,word,480,1,1,st18
,,,,,,,,,,,,,,,,,
384,386,s,n,n,t258,n,p258,l1,rock,cailb,5,,nonword,415,1,1,nt258
,,,,,,,,,,,,,,,,,
385,387,s,r,s,t9,s,p9,l1,crayon,pencil,6,1370,nonword,354,1,1,st9
,,,,,,,,,,,,,,,,,
386,388,s,n,n,t238,n,p238,l1,balloon,yoops,5,,nonword,475,1,1,nt238
,,,,,,,,,,,,,,,,,
387,389,s,u,u,t130,u,p130,l1,sea,president,9,17036,word,362,1,1,ut130
,,,,,,,,,,,,,,,,,
388,390,s,u,s,t17,s,p18,l1,eagle,catapult,8,188,nonword,316,1,1,st17
,,,,,,,,,,,,,,,,,
389,391,s,n,n,t252,n,p252,l1,oak,chanke,6,,nonword,411,1,1,nt252
,,,,,,,,,,,,,,,,,
390,392,s,n,n,t207,n,p207,l1,booth,fruse,5,,nonword,442,1,1,nt207
,,,,,,,,,,,,,,,,,
391,393,s,n,n,t216,n,p216,l1,tricycle,phammeze,8,,nonword,324,1,1,nt216
,,,,,,,,,,,,,,,,,
392,394,s,n,n,t206,n,p206,l1,candy,plick,5,,nonword,684,1,1,nt206
,,,,,,,,,,,,,,,,,
393,395,s,r,s,t12,s,p12,l1,missile,bomb,4,3795,word,502,1,1,st12
,,,,,,,,,,,,,,,,,
394,396,s,u,s,t26,s,p28,l1,mat,sandals,7,306,word,612,1,1,st26
,,,,,,,,,,,,,,,,,
395,397,s,n,n,t213,n,p213,l1,peg,onterval,8,,nonword,278,1,1,nt213
,,,,,,,,,,,,,,,,,
396,398,s,n,n,t257,n,p257,l1,fat,duffalo,7,,nonword,463,1,1,nt257
,,,,,,,,,,,,,,,,,
397,399,s,n,n,t209,n,p209,l1,satin,camind,6,,nonword,812,1,1,nt209
,,,,,,,,,,,,,,,,,
398,400,s,n,n,t229,n,p229,l1,shield,polait,6,,word,380,1,1,nt229
,,,,,,,,,,,,,,,,,
399,401,s,u,s,t25,s,p29,l1,yacht,barn,4,1560,word,420,1,1,st25
,,,,,,,,,,,,,,,,,
400,402,s,n,n,t204,n,p204,l1,visitor,plobe,5,,nonword,526,1,1,nt204
,,,,,,,,,,,,,,,,,
401,403,s,n,n,t251,n,p251,l1,library,weast,5,,nonword,500,1,1,nt251
,,,,,,,,,,,,,,,,,
402,404,s,n,n,t217,n,p217,l1,tulip,pregator,8,,word,439,1,1,nt217
,,,,,,,,,,,,,,,,,
403,405,s,u,s,t19,s,p32,l1,wagon,tomahawk,8,36,nonword,345,1,1,st19
,,,,,,,,,,,,,,,,,
404,406,s,n,n,t239,n,p239,l1,cord,choll,5,,nonword,494,1,1,nt239
,,,,,,,,,,,,,,,,,
405,407,s,n,n,t244,n,p244,l1,recommendation,blurvival,9,,nonword,449,1,1,nt244
,,,,,,,,,,,,,,,,,
406,408,s,u,s,t22,s,p19,l1,axe,squash,6,547,word,377,1,1,st22
,,,,,,,,,,,,,,,,,
407,409,s,r,s,t1,s,p1,l1,bottle,jar,3,1003,nonword,398,1,1,st1
,,,,,,,,,,,,,,,,,
408,410,s,u,u,t131,u,p131,l1,clock,hatred,6,1034,nonword,463,1,1,ut131
,,,,,,,,,,,,,,,,,
409,411,s,n,n,t215,n,p215,l1,apron,esduary,7,,nonword,418,1,1,nt215
,,,,,,,,,,,,,,,,,
410,412,s,u,s,t31,s,p23,l1,radish,bazooka,7,23,nonword,449,1,1,st31
,,,,,,,,,,,,,,,,,
411,413,s,n,n,t256,n,p256,l1,box,pheeze,6,,nonword,478,1,1,nt256
,,,,,,,,,,,,,,,,,
412,414,s,u,u,t125,u,p125,l1,foundation,happiness,9,1624,word,406,1,1,ut125
,,,,,,,,,,,,,,,,,
413,415,s,u,u,t103,u,p103,l1,migration,directive,9,2288,nonword,647,1,1,ut103
,,,,,,,,,,,,,,,,,
414,416,s,r,s,t15,s,p15,l1,closet,dresser,7,318,word,342,1,1,st15
,,,,,,,,,,,,,,,,,
415,417,s,n,n,t220,n,p220,l1,bedroom,weem,4,,nonword,519,1,1,nt220
,,,,,,,,,,,,,,,,,
416,418,s,u,u,t106,u,p106,l1,princess,bypass,6,587,nonword,350,1,1,ut106
,,,,,,,,,,,,,,,,,
417,419,s,n,n,t198,n,p198,l1,maze,sortune,7,,nonword,383,1,1,nt198
,,,,,,,,,,,,,,,,,
418,420,s,n,n,t233,n,p233,l1,pearl,boarse,6,,nonword,446,1,1,nt233
,,,,,,,,,,,,,,,,,
419,421,s,u,u,t107,u,p107,l1,plague,urge,4,3871,word,388,1,1,ut107
,,,,,,,,,,,,,,,,,
420,422,s,n,n,t205,n,p205,l1,indifference,appistence,10,,nonword,338,1,1,nt205
,,,,,,,,,,,,,,,,,
421,423,s,n,n,t248,n,p248,l1,rocket,drinemony,9,,nonword,359,1,1,nt248
,,,,,,,,,,,,,,,,,
422,424,s,n,n,t222,n,p222,l1,mace,desbiny,7,,nonword,403,1,1,nt222
,,,,,,,,,,,,,,,,,
423,425,s,r,s,t13,s,p13,l1,bus,subway,6,161,word,378,1,1,st13
,,,,,,,,,,,,,,,,,
424,426,s,u,s,t32,s,p22,l1,pumpkin,cart,4,1137,word,334,1,1,st32
,,,,,,,,,,,,,,,,,
425,427,s,n,n,t218,n,p218,l1,tent,jum,3,,word,272,1,1,nt218
,,,,,,,,,,,,,,,,,
426,428,s,n,n,t227,n,p227,l1,haircut,zale,4,,nonword,316,1,1,nt227
,,,,,,,,,,,,,,,,,
427,429,s,n,n,t212,n,p212,l1,trophy,noker,5,,nonword,220,1,1,nt212
,,,,,,,,,,,,,,,,,
428,430,s,r,s,t2,s,p2,l1,whale,dolphin,7,1602,nonword,241,1,1,st2
,,,,,,,,,,,,,,,,,
429,431,s,u,s,t28,s,p27,l1,bra,carpet,6,3186,word,259,1,1,st28
,,,,,,,,,,,,,,,,,
430,432,s,n,n,t199,n,p199,l1,field,halbe,5,,word,199,1,1,nt199
,,,,,,,,,,,,,,,,,
431,433,s,r,s,t16,s,p16,l1,lamp,chandelier,10,200,nonword,250,1,1,st16
,,,,,,,,,,,,,,,,,
432,434,s,r,s,t11,s,p11,l1,sword,spear,5,519,word,325,1,1,st11
,,,,,,,,,,,,,,,,,
433,435,s,r,s,t8,s,p8,l1,tie,belt,4,2583,word,298,1,1,st8
,,,,,,,,,,,,,,,,,
434,436,s,n,n,t225,n,p225,l1,toy,belf,4,,word,277,1,1,nt225
,,,,,,,,,,,,,,,,,
435,437,s,n,n,t201,n,p201,l1,toad,staddant,8,,nonword,631,1,1,nt201
,,,,,,,,,,,,,,,,,
436,438,s,u,u,t134,u,p134,l1,chauffeur,sand,4,3356,word,456,1,1,ut134
,,,,,,,,,,,,,,,,,
437,439,s,u,u,t117,u,p117,l1,restaurant,tractor,7,709,word,446,1,1,ut117
,,,,,,,,,,,,,,,,,
438,440,s,u,s,t21,s,p20,l1,motorcycle,chicken,7,2450,word,235,1,1,st21
,,,,,,,,,,,,,,,,,
439,441,s,n,n,t235,n,p235,l1,porch,weafe,5,,word,440,1,1,nt235
,,,,,,,,,,,,,,,,,
440,442,s,n,n,t254,n,p254,l1,snail,siale,5,,nonword,496,1,1,nt254
,,,,,,,,,,,,,,,,,
441,443,s,u,u,t129,u,p129,l1,chief,piety,5,246,nonword,408,1,1,ut129
,,,,,,,,,,,,,,,,,
442,444,s,n,n,t247,n,p247,l1,afternoon,pagging,7,,nonword,401,1,1,nt247
,,,,,,,,,,,,,,,,,
