"subj" "subjNum" "expt" "order" "item" "itemNum" "verb" "attachment" "numorder" "cond" "pos" "text" "crit" "rt" "correct" "length" "words"
"31950" "subj51" 51 1 15 "item8" 8 "nonIC" "high" "sg" "nonIChigh" 8 "usually" "RC_VERB+1" 352.63 1 7 1
"31963" "subj51" 51 1 25 "item9" 9 "IC" "low" "sg" "IClow" 8 "often" "RC_VERB+1" 368.65 1 5 1
"31976" "subj51" 51 1 59 "item10" 10 "nonIC" "low" "sg" "nonIClow" 8 "always" "RC_VERB+1" 478.48 1 6 1
"31988" "subj51" 51 1 48 "item11" 11 "IC" "high" "pl" "IChigh" 8 "recently" "RC_VERB+1" 403.14 1 8 1
"32001" "subj51" 51 1 31 "item12" 12 "nonIC" "high" "pl" "nonIChigh" 8 "forever" "RC_VERB+1" 374.54 1 7 1
"32014" "subj51" 51 1 43 "item13" 13 "IC" "low" "pl" "IClow" 8 "repeatedly" "RC_VERB+1" 363.56 1 10 1
"32026" "subj51" 51 1 19 "item14" 14 "nonIC" "low" "pl" "nonIClow" 8 "perpetually" "RC_VERB+1" 378.96 1 11 1
"32038" "subj51" 51 1 17 "item15" 15 "IC" "high" "pl" "IChigh" 8 "adamantly" "RC_VERB+1" 325.74 1 9 1
"32051" "subj51" 51 1 55 "item16" 16 "nonIC" "high" "pl" "nonIChigh" 8 "nearly" "RC_VERB+1" 465.68 1 6 1
"32088" "subj51" 51 1 23 "item19" 19 "IC" "high" "pl" "IChigh" 8 "constantly" "RC_VERB+1" 385.01 1 10 1
"32100" "subj51" 51 1 62 "item20" 20 "nonIC" "high" "pl" "nonIChigh" 8 "continually" "RC_VERB+1" 450.49 1 11 1
"32504" "subj52" 52 1 27 "item1" 1 "nonIC" "high" "sg" "nonIChigh" 8 "routinely" "RC_VERB+1" 343.94 1 9 1
"32517" "subj52" 52 1 15 "item2" 2 "IC" "low" "sg" "IClow" 8 "definitely" "RC_VERB+1" 304.66 1 10 1
"32530" "subj52" 52 1 50 "item3" 3 "nonIC" "low" "sg" "nonIClow" 8 "regularly" "RC_VERB+1" 167.47 1 9 1
"32542" "subj52" 52 1 60 "item4" 4 "IC" "high" "sg" "IChigh" 8 "consistently" "RC_VERB+1" 173.67 1 12 1
"32554" "subj52" 52 1 62 "item5" 5 "nonIC" "high" "sg" "nonIChigh" 8 "occasionally" "RC_VERB+1" 145.9 1 12 1
"32566" "subj52" 52 1 41 "item6" 6 "IC" "low" "sg" "IClow" 8 "deeply" "RC_VERB+1" 313.47 1 6 1
"32579" "subj52" 52 1 31 "item7" 7 "nonIC" "low" "sg" "nonIClow" 8 "supposedly" "RC_VERB+1" 265.83 1 10 1
"32591" "subj52" 52 1 24 "item8" 8 "IC" "high" "sg" "IChigh" 8 "usually" "RC_VERB+1" 282.81 1 7 1
"32604" "subj52" 52 1 53 "item9" 9 "nonIC" "high" "sg" "nonIChigh" 8 "often" "RC_VERB+1" 159.36 1 5 1
"32617" "subj52" 52 1 29 "item10" 10 "IC" "low" "sg" "IClow" 8 "always" "RC_VERB+1" 314.15 1 6 1
"32629" "subj52" 52 1 47 "item11" 11 "nonIC" "low" "pl" "nonIClow" 8 "recently" "RC_VERB+1" 172.37 1 8 1
"32642" "subj52" 52 1 35 "item12" 12 "IC" "high" "pl" "IChigh" 8 "forever" "RC_VERB+1" 361.32 1 7 1
"32655" "subj52" 52 1 17 "item13" 13 "nonIC" "high" "pl" "nonIChigh" 8 "repeatedly" "RC_VERB+1" 281.21 1 10 1
"32667" "subj52" 52 1 33 "item14" 14 "IC" "low" "pl" "IClow" 8 "perpetually" "RC_VERB+1" 385.54 1 11 1
"32692" "subj52" 52 1 55 "item16" 16 "IC" "high" "pl" "IChigh" 8 "nearly" "RC_VERB+1" 184.9 1 6 1
"32705" "subj52" 52 1 21 "item17" 17 "nonIC" "high" "pl" "nonIChigh" 8 "generally" "RC_VERB+1" 388.32 1 9 1
"32717" "subj52" 52 1 19 "item18" 18 "IC" "low" "pl" "IClow" 8 "lately" "RC_VERB+1" 252.42 1 6 1
"32729" "subj52" 52 1 38 "item19" 19 "nonIC" "low" "pl" "nonIClow" 8 "constantly" "RC_VERB+1" 600.28 1 10 1
"32741" "subj52" 52 1 58 "item20" 20 "IC" "high" "pl" "IChigh" 8 "continually" "RC_VERB+1" 155.75 1 11 1
"33145" "subj53" 53 1 21 "item1" 1 "IC" "high" "sg" "IChigh" 8 "routinely" "RC_VERB+1" 415.85 1 9 1
"33158" "subj53" 53 1 62 "item2" 2 "nonIC" "high" "sg" "nonIChigh" 8 "definitely" "RC_VERB+1" 305.58 1 10 1
"33183" "subj53" 53 1 37 "item4" 4 "nonIC" "low" "sg" "nonIClow" 8 "consistently" "RC_VERB+1" 610.52 1 12 1
"33195" "subj53" 53 1 58 "item5" 5 "IC" "high" "sg" "IChigh" 8 "occasionally" "RC_VERB+1" 361.11 1 12 1
"33220" "subj53" 53 1 34 "item7" 7 "IC" "low" "sg" "IClow" 8 "supposedly" "RC_VERB+1" 435.99 1 10 1
"33232" "subj53" 53 1 55 "item8" 8 "nonIC" "low" "sg" "nonIClow" 8 "usually" "RC_VERB+1" 304.08 1 7 1
"33245" "subj53" 53 1 15 "item9" 9 "IC" "high" "sg" "IChigh" 8 "often" "RC_VERB+1" 323.71 1 5 1
"33258" "subj53" 53 1 60 "item10" 10 "nonIC" "high" "sg" "nonIChigh" 8 "always" "RC_VERB+1" 278.87 1 6 1
"33270" "subj53" 53 1 44 "item11" 11 "IC" "low" "pl" "IClow" 8 "recently" "RC_VERB+1" 337.83 1 8 1
"33283" "subj53" 53 1 27 "item12" 12 "nonIC" "low" "pl" "nonIClow" 8 "forever" "RC_VERB+1" 354.34 1 7 1
"33296" "subj53" 53 1 48 "item13" 13 "IC" "high" "pl" "IChigh" 8 "repeatedly" "RC_VERB+1" 287.26 1 10 1
"33308" "subj53" 53 1 32 "item14" 14 "nonIC" "high" "pl" "nonIChigh" 8 "perpetually" "RC_VERB+1" 640.48 1 11 1
"33320" "subj53" 53 1 18 "item15" 15 "IC" "low" "pl" "IClow" 8 "adamantly" "RC_VERB+1" 1040.2 1 9 1
"33333" "subj53" 53 1 24 "item16" 16 "nonIC" "low" "pl" "nonIClow" 8 "nearly" "RC_VERB+1" 350.67 1 6 1
"33346" "subj53" 53 1 41 "item17" 17 "IC" "high" "pl" "IChigh" 8 "generally" "RC_VERB+1" 296.68 1 9 1
"33358" "subj53" 53 1 51 "item18" 18 "nonIC" "high" "pl" "nonIChigh" 8 "lately" "RC_VERB+1" 312.9 1 6 1
"33370" "subj53" 53 1 53 "item19" 19 "IC" "low" "pl" "IClow" 8 "constantly" "RC_VERB+1" 368.42 1 10 1
"33382" "subj53" 53 1 29 "item20" 20 "nonIC" "low" "pl" "nonIClow" 8 "continually" "RC_VERB+1" 349.12 1 11 1
"33786" "subj54" 54 1 42 "item1" 1 "nonIC" "low" "sg" "nonIClow" 8 "routinely" "RC_VERB+1" 461.38 1 9 1
"33799" "subj54" 54 1 27 "item2" 2 "IC" "high" "sg" "IChigh" 8 "definitely" "RC_VERB+1" 650.7 1 10 1
"33812" "subj54" 54 1 34 "item3" 3 "nonIC" "high" "sg" "nonIChigh" 8 "regularly" "RC_VERB+1" 908.04 1 9 1
"33824" "subj54" 54 1 50 "item4" 4 "IC" "low" "sg" "IClow" 8 "consistently" "RC_VERB+1" 343.2 1 12 1
"33836" "subj54" 54 1 29 "item5" 5 "nonIC" "low" "sg" "nonIClow" 8 "occasionally" "RC_VERB+1" 400.27 1 12 1
"33848" "subj54" 54 1 44 "item6" 6 "IC" "high" "sg" "IChigh" 8 "deeply" "RC_VERB+1" 426.45 1 6 1
"33861" "subj54" 54 1 53 "item7" 7 "nonIC" "high" "sg" "nonIChigh" 8 "supposedly" "RC_VERB+1" 819.12 1 10 1
"33873" "subj54" 54 1 20 "item8" 8 "IC" "low" "sg" "IClow" 8 "usually" "RC_VERB+1" 406.11 1 7 1
"33886" "subj54" 54 1 23 "item9" 9 "nonIC" "low" "sg" "nonIClow" 8 "often" "RC_VERB+1" 266.55 1 5 1
"33899" "subj54" 54 1 57 "item10" 10 "IC" "high" "sg" "IChigh" 8 "always" "RC_VERB+1" 703.33 1 6 1
"33911" "subj54" 54 1 17 "item11" 11 "nonIC" "high" "pl" "nonIChigh" 8 "recently" "RC_VERB+1" 456.26 1 8 1
"33924" "subj54" 54 1 47 "item12" 12 "IC" "low" "pl" "IClow" 8 "forever" "RC_VERB+1" 302.26 1 7 1
"33937" "subj54" 54 1 63 "item13" 13 "nonIC" "low" "pl" "nonIClow" 8 "repeatedly" "RC_VERB+1" 388.66 1 10 1
"33949" "subj54" 54 1 15 "item14" 14 "IC" "high" "pl" "IChigh" 8 "perpetually" "RC_VERB+1" 817.45 1 11 1
"33961" "subj54" 54 1 25 "item15" 15 "nonIC" "high" "pl" "nonIChigh" 8 "adamantly" "RC_VERB+1" 319.8 1 9 1
"33974" "subj54" 54 1 31 "item16" 16 "IC" "low" "pl" "IClow" 8 "nearly" "RC_VERB+1" 298.97 1 6 1
"33987" "subj54" 54 1 55 "item17" 17 "nonIC" "low" "pl" "nonIClow" 8 "generally" "RC_VERB+1" 317.51 1 9 1
"33999" "subj54" 54 1 60 "item18" 18 "IC" "high" "pl" "IChigh" 8 "lately" "RC_VERB+1" 352.94 1 6 1
"34011" "subj54" 54 1 36 "item19" 19 "nonIC" "high" "pl" "nonIChigh" 8 "constantly" "RC_VERB+1" 467.74 1 10 1
"34023" "subj54" 54 1 39 "item20" 20 "IC" "low" "pl" "IClow" 8 "continually" "RC_VERB+1" 590.94 1 11 1
"34427" "subj55" 55 1 43 "item1" 1 "IC" "low" "sg" "IClow" 8 "routinely" "RC_VERB+1" 230.75 1 9 1
"34440" "subj55" 55 1 19 "item2" 2 "nonIC" "low" "sg" "nonIClow" 8 "definitely" "RC_VERB+1" 298.8 1 10 1
"34465" "subj55" 55 1 25 "item4" 4 "nonIC" "high" "sg" "nonIChigh" 8 "consistently" "RC_VERB+1" 313.79 1 12 1
"34477" "subj55" 55 1 63 "item5" 5 "IC" "low" "sg" "IClow" 8 "occasionally" "RC_VERB+1" 202.23 1 12 1
"34489" "subj55" 55 1 40 "item6" 6 "nonIC" "low" "sg" "nonIClow" 8 "deeply" "RC_VERB+1" 225.04 1 6 1
"34514" "subj55" 55 1 17 "item8" 8 "nonIC" "high" "sg" "nonIChigh" 8 "usually" "RC_VERB+1" 520.5 1 7 1
"34527" "subj55" 55 1 60 "item9" 9 "IC" "low" "sg" "IClow" 8 "often" "RC_VERB+1" 207.32 1 5 1
"34540" "subj55" 55 1 28 "item10" 10 "nonIC" "low" "sg" "nonIClow" 8 "always" "RC_VERB+1" 282.33 1 6 1
"34552" "subj55" 55 1 33 "item11" 11 "IC" "high" "pl" "IChigh" 8 "recently" "RC_VERB+1" 479.45 1 8 1
"34565" "subj55" 55 1 48 "item12" 12 "nonIC" "high" "pl" "nonIChigh" 8 "forever" "RC_VERB+1" 557.83 1 7 1
"34578" "subj55" 55 1 35 "item13" 13 "IC" "low" "pl" "IClow" 8 "repeatedly" "RC_VERB+1" 313.51 1 10 1
"34590" "subj55" 55 1 31 "item14" 14 "nonIC" "low" "pl" "nonIClow" 8 "perpetually" "RC_VERB+1" 386.59 1 11 1
"34602" "subj55" 55 1 38 "item15" 15 "IC" "high" "pl" "IChigh" 8 "adamantly" "RC_VERB+1" 214.98 1 9 1
"34615" "subj55" 55 1 54 "item16" 16 "nonIC" "high" "pl" "nonIChigh" 8 "nearly" "RC_VERB+1" 206.64 1 6 1
"34640" "subj55" 55 1 45 "item18" 18 "nonIC" "low" "pl" "nonIClow" 8 "lately" "RC_VERB+1" 194.97 1 6 1
"34652" "subj55" 55 1 15 "item19" 19 "IC" "high" "pl" "IChigh" 8 "constantly" "RC_VERB+1" 257.24 1 10 1
"35068" "subj56" 56 1 41 "item1" 1 "nonIC" "high" "sg" "nonIChigh" 8 "routinely" "RC_VERB+1" 360.93 1 9 1
"35081" "subj56" 56 1 26 "item2" 2 "IC" "low" "sg" "IClow" 8 "definitely" "RC_VERB+1" 471.91 1 10 1
"35094" "subj56" 56 1 33 "item3" 3 "nonIC" "low" "sg" "nonIClow" 8 "regularly" "RC_VERB+1" 587.37 1 9 1
"35106" "subj56" 56 1 43 "item4" 4 "IC" "high" "sg" "IChigh" 8 "consistently" "RC_VERB+1" 416.37 1 12 1
"35118" "subj56" 56 1 18 "item5" 5 "nonIC" "high" "sg" "nonIChigh" 8 "occasionally" "RC_VERB+1" 842.07 1 12 1
"35130" "subj56" 56 1 21 "item6" 6 "IC" "low" "sg" "IClow" 8 "deeply" "RC_VERB+1" 460.16 1 6 1
"35143" "subj56" 56 1 28 "item7" 7 "nonIC" "low" "sg" "nonIClow" 8 "supposedly" "RC_VERB+1" 578.74 1 10 1
"35155" "subj56" 56 1 15 "item8" 8 "IC" "high" "sg" "IChigh" 8 "usually" "RC_VERB+1" 384.72 1 7 1
"35168" "subj56" 56 1 56 "item9" 9 "nonIC" "high" "sg" "nonIChigh" 8 "often" "RC_VERB+1" 327.19 1 5 1
"35181" "subj56" 56 1 63 "item10" 10 "IC" "low" "sg" "IClow" 8 "always" "RC_VERB+1" 244.03 1 6 1
"35193" "subj56" 56 1 53 "item11" 11 "nonIC" "low" "pl" "nonIClow" 8 "recently" "RC_VERB+1" 693.78 1 8 1
"35206" "subj56" 56 1 48 "item12" 12 "IC" "high" "pl" "IChigh" 8 "forever" "RC_VERB+1" 391.85 1 7 1
"35219" "subj56" 56 1 58 "item13" 13 "nonIC" "high" "pl" "nonIChigh" 8 "repeatedly" "RC_VERB+1" 286.69 1 10 1
"35243" "subj56" 56 1 45 "item15" 15 "nonIC" "low" "pl" "nonIClow" 8 "adamantly" "RC_VERB+1" 987.01 1 9 1
"35256" "subj56" 56 1 60 "item16" 16 "IC" "high" "pl" "IChigh" 8 "nearly" "RC_VERB+1" 328.79 1 6 1
"35269" "subj56" 56 1 30 "item17" 17 "nonIC" "high" "pl" "nonIChigh" 8 "generally" "RC_VERB+1" 594.66 1 9 1
"35293" "subj56" 56 1 36 "item19" 19 "nonIC" "low" "pl" "nonIClow" 8 "constantly" "RC_VERB+1" 473.94 1 10 1
"35709" "subj57" 57 1 49 "item1" 1 "IC" "high" "sg" "IChigh" 8 "routinely" "RC_VERB+1" 541.45 1 9 1
"35747" "subj57" 57 1 23 "item4" 4 "nonIC" "low" "sg" "nonIClow" 8 "consistently" "RC_VERB+1" 872.37 1 12 1
"35759" "subj57" 57 1 39 "item5" 5 "IC" "high" "sg" "IChigh" 8 "occasionally" "RC_VERB+1" 554.32 1 12 1
"35784" "subj57" 57 1 29 "item7" 7 "IC" "low" "sg" "IClow" 8 "supposedly" "RC_VERB+1" 393.38 1 10 1
"35796" "subj57" 57 1 17 "item8" 8 "nonIC" "low" "sg" "nonIClow" 8 "usually" "RC_VERB+1" 766.19 1 7 1
"35809" "subj57" 57 1 52 "item9" 9 "IC" "high" "sg" "IChigh" 8 "often" "RC_VERB+1" 291.35 1 5 1
"35822" "subj57" 57 1 32 "item10" 10 "nonIC" "high" "sg" "nonIChigh" 8 "always" "RC_VERB+1" 470.15 1 6 1
"35834" "subj57" 57 1 34 "item11" 11 "IC" "low" "pl" "IClow" 8 "recently" "RC_VERB+1" 448.79 1 8 1
"35847" "subj57" 57 1 25 "item12" 12 "nonIC" "low" "pl" "nonIClow" 8 "forever" "RC_VERB+1" 283.54 1 7 1
"35860" "subj57" 57 1 36 "item13" 13 "IC" "high" "pl" "IChigh" 8 "repeatedly" "RC_VERB+1" 347.46 1 10 1
"35884" "subj57" 57 1 55 "item15" 15 "IC" "low" "pl" "IClow" 8 "adamantly" "RC_VERB+1" 329.44 1 9 1
"35897" "subj57" 57 1 60 "item16" 16 "nonIC" "low" "pl" "nonIClow" 8 "nearly" "RC_VERB+1" 403.4 1 6 1
"35934" "subj57" 57 1 58 "item19" 19 "IC" "low" "pl" "IClow" 8 "constantly" "RC_VERB+1" 472.08 1 10 1
"35946" "subj57" 57 1 41 "item20" 20 "nonIC" "low" "pl" "nonIClow" 8 "continually" "RC_VERB+1" 354.74 1 11 1
"36350" "subj58" 58 1 41 "item1" 1 "nonIC" "low" "sg" "nonIClow" 8 "routinely" "RC_VERB+1" 527.93 1 9 1
"36363" "subj58" 58 1 15 "item2" 2 "IC" "high" "sg" "IChigh" 8 "definitely" "RC_VERB+1" 408.13 1 10 1
"36388" "subj58" 58 1 59 "item4" 4 "IC" "low" "sg" "IClow" 8 "consistently" "RC_VERB+1" 321.44 1 12 1
"36400" "subj58" 58 1 52 "item5" 5 "nonIC" "low" "sg" "nonIClow" 8 "occasionally" "RC_VERB+1" 395.03 1 12 1
"36412" "subj58" 58 1 19 "item6" 6 "IC" "high" "sg" "IChigh" 8 "deeply" "RC_VERB+1" 324.15 1 6 1
"36437" "subj58" 58 1 54 "item8" 8 "IC" "low" "sg" "IClow" 8 "usually" "RC_VERB+1" 301.81 1 7 1
"36450" "subj58" 58 1 30 "item9" 9 "nonIC" "low" "sg" "nonIClow" 8 "often" "RC_VERB+1" 229.39 1 5 1
"36463" "subj58" 58 1 38 "item10" 10 "IC" "high" "sg" "IChigh" 8 "always" "RC_VERB+1" 366.64 1 6 1
"36475" "subj58" 58 1 22 "item11" 11 "nonIC" "high" "pl" "nonIChigh" 8 "recently" "RC_VERB+1" 393.08 1 8 1
"36501" "subj58" 58 1 34 "item13" 13 "nonIC" "low" "pl" "nonIClow" 8 "repeatedly" "RC_VERB+1" 443.59 1 10 1
"36525" "subj58" 58 1 25 "item15" 15 "nonIC" "high" "pl" "nonIChigh" 8 "adamantly" "RC_VERB+1" 331.18 1 9 1
"36538" "subj58" 58 1 49 "item16" 16 "IC" "low" "pl" "IClow" 8 "nearly" "RC_VERB+1" 353.99 1 6 1
"36551" "subj58" 58 1 57 "item17" 17 "nonIC" "low" "pl" "nonIClow" 8 "generally" "RC_VERB+1" 356.66 1 9 1
"36563" "subj58" 58 1 46 "item18" 18 "IC" "high" "pl" "IChigh" 8 "lately" "RC_VERB+1" 254.44 1 6 1
"36575" "subj58" 58 1 27 "item19" 19 "nonIC" "high" "pl" "nonIChigh" 8 "constantly" "RC_VERB+1" 499.52 1 10 1
